ncbi_id,tracey_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
1454592,17627,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1454603,17628,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1296117,17629,Cryptococcus gattii species complex,-,-,Cryptococcaceae,-,Tremellomycetes,-,-,-,Tremellales,-,-,-,Agaricomycotina,-,-,Cryptococcus deuterogattii,-,-,Dikarya,-,Basidiomycota,Cryptococcus deuterogattii MMRL2647,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Cryptococcus,-,-,-
1454606,17630,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Montevideo str. CDC 86-0391,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1296112,17631,Cryptococcus gattii species complex,-,-,Cryptococcaceae,-,Tremellomycetes,-,-,-,Tremellales,-,-,-,Agaricomycotina,-,-,Cryptococcus gattii,-,-,Dikarya,-,Basidiomycota,Cryptococcus gattii Ru294,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Cryptococcus,-,-,-
1315967,17632,-,-,-,Anoxybacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Anoxybacillus flavithermus,-,-,-,-,Bacillota,Anoxybacillus flavithermus NBRC 109594,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Anoxybacillus,-,-,-
1005418,17633,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 97.1742,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1005422,17634,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.0678,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1472165,17635,-,-,-,-,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Talaromyces cellulolyticus,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,-,-,-,-
1412844,17636,Bacillus cereus group,-,-,Bacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Bacillus anthracis,-,-,-,-,Bacillota,Bacillus anthracis 52-G,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Bacillus,-,-,-
1005431,17637,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.0848,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1412843,17638,Bacillus cereus group,-,-,Bacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Bacillus anthracis,-,-,-,-,Bacillota,Bacillus anthracis 8903-G,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Bacillus,-,-,-
1412842,17639,Bacillus cereus group,-,-,Bacillaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Bacillus anthracis,-,-,-,-,Bacillota,Bacillus anthracis 9080-G,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Bacillus,-,-,-
1005434,17640,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.0814,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1005435,17641,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.1762,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1005432,17642,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.0839,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1005433,17643,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.0815,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1005436,17644,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 99.1805,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1248232,17645,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Photobacterium leiognathi,-,-,-,-,Pseudomonadota,Photobacterium leiognathi lrivu.4.1,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Photobacterium,-,-,-
1427985,17646,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella bronchiseptica,-,-,-,-,Pseudomonadota,Bordetella bronchiseptica KM22,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1005395,17647,-,-,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas bharatica,-,-,-,-,Pseudomonadota,Pseudomonas bharatica CSV86,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
1005397,17648,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli 88.0221,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
69279,17649,-,-,-,Phyllobacteriaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Aquamicrobium defluvii,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Aquamicrobium,-,-,-
1005487,17650,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli PA2,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1125643,17651,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli P0302293.7,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1265615,17652,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 28.O.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265614,17653,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 20.H.06,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265613,17654,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 17.H.06,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265612,17655,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 12.A.06,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265611,17656,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 07.O.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1125637,17657,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli BCE006_MS-23,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1265622,17658,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 40.E.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265623,17659,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 46.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265620,17660,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 68.U.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265621,17661,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 38.O.03,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265618,17662,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 22.H.04,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1273266,17663,-,-,-,Campylobacteraceae,-,Epsilonproteobacteria,-,-,-,Campylobacterales,-,-,-,-,-,-,Campylobacter fetus,-,-,-,-,Campylobacterota,Campylobacter fetus subsp. venerealis cfvi03/293,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Campylobacter,-,-,Campylobacter fetus subsp. venerealis
1265619,17664,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 63.H.87,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265616,17665,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 33.A.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265617,17666,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 36.H.00,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265630,17667,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 61.O.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1385930,17668,Burkholderia cepacia complex,-,-,Burkholderiaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Burkholderia dolosa,-,-,-,-,Pseudomonadota,Burkholderia dolosa PC543,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Burkholderia,-,-,-
1265631,17669,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 59.F.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265628,17670,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 51.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1005492,17671,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,Escherichia coli PA8,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
1265629,17672,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 56.O.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265626,17673,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 54.O.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265627,17674,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 73.H.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265624,17675,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 44.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265625,17676,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 49.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265637,17677,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 08.A.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265636,17678,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 03.O.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265639,17679,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 23.F.01,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331285,17680,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis STO1-CHLA-0006,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1265638,17681,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 13.E.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331284,17682,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis CHLA-26,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1265633,17683,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 69.H.06,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331283,17684,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis CHLA-20,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1216932,17685,-,-,-,Clostridiaceae,-,Clostridia,-,-,-,Eubacteriales,-,-,-,-,-,-,Clostridium bornimense,-,-,-,-,Bacillota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Clostridium,-,-,-
1265632,17686,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 64.H.00,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331282,17687,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis CHLA-15,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1265635,17688,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 71.E.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331281,17689,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis CHLA-13,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1265634,17690,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 66.F.99,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331280,17691,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis STO1-CHOC-0021,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1265645,17692,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 27.O.98,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265644,17693,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 18.H.07,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265647,17694,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 39.O.03,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265646,17695,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 32.A.00,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265641,17696,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 34.H.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265640,17697,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 29.O.08,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265643,17698,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 11.A.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265642,17699,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 06.O.05,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1412610,17700,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265652,17701,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 41.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331270,17702,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis I002,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1412611,17703,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120773,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265653,17704,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 45.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331271,17705,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis I036,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1412608,17706,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120687,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1265654,17707,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Agona str. 47.E.09,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
1331268,17708,-,-,-,Alcaligenaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Bordetella pertussis,-,-,-,-,Pseudomonadota,Bordetella pertussis H973,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Bordetella,-,-,-
1412609,17709,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Salmonella enterica,-,-,-,-,Pseudomonadota,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120734,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Salmonella,-,-,Salmonella enterica subsp. enterica
